1,10,5
2,10,5
3,10,15
4,10,30
5,10,20
6,10,5
7,10,5
8,10,5
9,10,5
10,10,5
11,10,5
12,10,5
13,10,5
14,10,5
15,10,5
16,10,5
17,10,5
18,10,5
19,10,5
20,10,5
21,10,5
22,10,5
23,10,5
24,10,5
1,15,5
2,15,5
3,15,30
4,15,30
5,15,20
6,15,5
7,15,5
8,15,5
9,15,5
10,15,5
11,15,5
12,15,5
13,15,5
14,15,5
15,15,5
16,15,5
17,15,5
18,15,5
19,15,5
20,15,5
21,15,5
22,15,5
23,15,5
24,15,5
1,20,5
2,20,5
3,20,40
4,20,30
5,20,20
6,20,5
7,20,5
8,20,5
9,20,5
10,20,5
11,20,5
12,20,5
13,20,5
14,20,5
15,20,5
16,20,5
17,20,5
18,20,5
19,20,5
20,20,5
21,20,5
22,20,5
23,20,5
24,20,5
